id,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9
sensor_2548,11.3,16.0,14.4,39.8,51.3,31.0,78.0,43.4,90.3
sensor_2549,17.5,38.6,49.9,18.4,30.0,69.7,16.2,62.8,59.6
sensor_2550,22.6,29.8,11.8,35.2,53.1,45.8,65.2,67.5,86.3
sensor_2551,36.6,37.1,79.6,54.9,91.8,39.0,88.8,10.8,35.4
sensor_2552,26.6,76.9,91.0,25.7,37.1,10.4,12.9,17.2,73.8
sensor_2553,37.7,74.7,40.7,94.7,45.8,19.7,58.1,38.3,35.3
sensor_2554,96.0,93.4,44.5,85.0,60.6,44.1,24.6,24.8,50.7
sensor_2555,31.5,78.6,29.9,23.0,81.5,70.7,36.2,26.3,30.0
sensor_2556,17.4,67.5,92.9,22.5,44.8,14.1,11.8,84.4,64.4
sensor_2557,45.3,91.3,72.0,63.9,49.8,18.9,36.6,24.1,22.5
sensor_2558,21.8,37.2,46.6,58.7,79.1,91.4,42.3,31.6,25.8
sensor_2559,46.5,64.3,52.7,99.0,10.4,29.9,21.3,41.9,13.0
sensor_2560,29.4,85.4,62.7,55.0,37.2,80.1,83.8,10.7,23.6
sensor_2561,47.6,70.4,14.4,61.8,67.8,29.0,65.6,54.0,53.8
sensor_2562,64.3,10.2,68.1,26.5,62.3,40.7,18.9,23.1,85.7
sensor_2563,43.9,74.5,35.2,54.3,56.2,43.1,97.2,37.8,75.4
sensor_2564,62.1,65.9,90.8,30.4,35.7,80.1,75.4,97.9,22.3
sensor_2565,31.1,96.5,68.5,52.1,92.4,58.0,16.8,39.8,36.0
sensor_2566,76.0,85.3,49.9,80.3,20.6,36.6,78.0,27.6,65.2
sensor_2567,92.0,92.7,70.2,97.6,48.5,47.8,48.5,15.3,25.9
sensor_2568,52.3,90.6,47.6,21.2,80.5,24.4,17.8,73.0,38.9
sensor_2569,59.2,46.6,16.7,74.9,15.4,21.9,16.2,20.2,53.0
sensor_2570,59.2,93.4,12.2,66.6,53.0,48.4,40.1,22.2,27.8
sensor_2571,53.7,58.5,62.7,16.4,22.4,83.6,56.5,35.6,56.1
sensor_2572,47.2,92.0,17.5,35.7,23.7,38.0,11.9,12.6,77.1
sensor_2573,50.8,40.3,91.7,61.2,58.4,91.6,23.4,31.9,72.7
sensor_2574,28.6,33.3,41.0,69.2,55.1,44.2,65.1,21.4,53.0
sensor_2575,96.7,74.2,19.3,69.3,28.1,71.4,47.1,61.3,89.3
sensor_2576,40.6,28.9,57.1,13.7,18.8,34.7,88.3,83.2,82.3
sensor_2577,24.7,48.5,36.3,48.8,87.8,88.8,88.3,43.2,82.4
sensor_2578,53.9,99.3,38.4,41.1,96.5,91.8,54.0,85.0,70.5
sensor_2579,38.2,77.5,65.2,97.9,33.4,49.7,36.4,48.3,24.8
sensor_2580,83.2,61.9,73.7,84.7,11.9,46.6,22.4,10.5,47.2
sensor_2581,21.7,61.0,39.4,58.0,40.0,19.9,83.6,14.9,47.9
sensor_2582,21.4,50.2,47.6,54.2,63.7,30.8,38.7,12.0,49.6
sensor_2583,79.9,33.1,88.9,87.9,16.6,61.7,37.1,88.1,69.0
sensor_2584,91.0,26.7,80.8,36.3,54.4,59.5,87.0,94.0,72.9
sensor_2585,75.6,10.6,91.9,97.4,75.0,51.7,88.9,43.6,87.7
sensor_2586,36.2,68.9,51.3,28.3,68.4,57.6,18.4,50.7,71.2
sensor_2587,95.1,98.6,22.9,31.8,50.0,75.7,24.0,15.0,61.0
sensor_2588,73.2,38.5,74.5,45.5,46.0,75.6,11.1,27.7,66.6
sensor_2589,70.3,86.3,80.5,82.6,48.3,10.4,16.1,22.4,81.4
sensor_2590,23.6,83.9,85.6,90.1,74.7,56.6,55.3,34.1,44.9
sensor_2591,32.8,96.7,58.8,28.4,77.7,48.0,50.6,61.8,12.1
sensor_2592,81.0,25.0,97.9,58.6,46.5,75.1,67.4,72.7,44.3
sensor_2593,86.6,67.5,32.8,92.5,90.1,88.8,63.9,12.2,98.6
sensor_2594,92.5,35.2,74.3,14.7,88.0,23.1,65.9,78.6,18.4
sensor_2595,60.7,29.3,14.5,68.7,90.0,10.1,19.7,39.8,45.2
sensor_2596,52.7,80.8,57.7,72.1,73.7,15.4,88.9,29.5,57.1
sensor_2597,55.8,67.4,75.5,13.2,32.9,16.1,35.3,34.4,15.7
sensor_2598,46.5,90.3,40.6,71.8,84.9,27.2,67.0,19.3,56.3
sensor_2599,29.5,37.9,38.7,55.5,27.7,66.1,11.1,92.9,56.4
sensor_2600,38.6,35.3,19.9,85.6,50.5,33.6,18.2,93.4,13.3
sensor_2601,89.9,81.0,69.1,46.4,64.5,72.4,68.1,28.4,73.1
sensor_2602,49.2,19.6,56.4,45.0,98.2,56.5,48.0,17.7,61.4
sensor_2603,84.3,44.6,42.0,76.2,56.9,69.7,24.4,15.9,88.2
sensor_2604,74.7,87.7,39.9,98.0,28.6,27.0,42.1,58.5,62.9
sensor_2605,47.9,49.5,23.5,43.2,42.8,31.5,32.2,69.0,79.3
sensor_2606,55.8,35.4,44.9,69.3,18.5,91.4,73.0,40.1,13.9
sensor_2607,71.3,58.5,34.1,48.2,59.3,64.4,28.7,83.2,79.8
sensor_2608,10.6,80.9,40.7,24.2,84.2,26.1,77.8,48.7,60.4
sensor_2609,68.2,32.9,16.3,43.4,76.4,15.5,38.8,88.6,43.3
sensor_2610,37.0,19.6,31.4,82.3,52.0,27.1,92.3,58.1,60.7
sensor_2611,52.4,89.7,85.7,67.4,78.8,30.1,87.8,85.9,95.4
sensor_2612,81.3,52.2,92.7,95.4,20.4,89.0,55.1,22.6,21.5
sensor_2613,75.9,68.7,92.8,27.8,80.1,15.5,49.8,17.5,16.6
sensor_2614,84.4,74.4,35.1,27.4,70.7,53.9,89.9,96.7,41.4
sensor_2615,69.2,86.3,72.2,50.2,52.2,78.1,85.0,80.5,91.2
sensor_2616,94.0,70.9,62.4,52.7,43.8,73.8,49.1,79.4,46.2
sensor_2617,50.9,36.6,64.6,75.0,43.9,86.8,27.5,80.0,11.4
sensor_2618,65.3,43.0,24.5,84.1,35.3,22.4,70.6,71.3,42.8
sensor_2619,80.2,66.1,96.1,26.4,85.3,62.1,78.3,31.9,66.1
sensor_2620,11.2,11.9,72.3,53.0,31.9,14.5,20.3,54.3,67.6
sensor_2621,20.3,91.6,39.6,77.0,18.6,16.2,73.7,91.8,47.7
sensor_2622,12.8,12.9,46.1,60.4,74.5,70.2,85.9,91.8,63.7
sensor_2623,87.6,92.6,28.3,38.6,55.6,74.2,42.2,90.4,64.0
sensor_2624,19.7,61.3,52.4,18.2,32.7,31.8,90.6,55.4,47.1
sensor_2625,67.0,86.7,71.0,31.6,24.0,88.8,18.2,99.4,54.5
sensor_2626,22.5,69.1,48.1,23.1,56.6,37.9,58.4,33.7,89.9
sensor_2627,91.1,98.9,54.8,21.6,10.2,82.9,72.0,76.0,69.1
sensor_2628,11.9,45.2,14.5,37.3,77.1,81.0,38.7,63.0,60.3
sensor_2629,40.4,28.7,22.9,88.9,46.0,68.6,75.6,89.0,72.6
sensor_2630,27.8,31.1,90.8,86.0,91.8,44.3,74.1,84.9,28.0
sensor_2631,11.2,91.5,15.1,13.4,14.7,83.8,62.9,15.9,49.9
sensor_2632,20.2,10.3,94.6,86.7,57.8,14.0,57.4,98.3,30.7
sensor_2633,72.8,35.1,40.1,89.2,64.0,26.2,71.4,65.9,30.7
sensor_2634,93.0,73.5,66.9,47.5,18.0,79.3,45.4,58.0,67.8
sensor_2635,56.0,82.9,22.6,22.3,67.1,56.7,41.4,98.5,78.4
sensor_2636,37.2,51.3,72.7,33.1,51.2,10.3,41.2,74.5,16.6
sensor_2637,84.5,99.7,13.3,41.4,59.3,29.1,80.1,32.0,87.5
sensor_2638,48.9,93.6,64.4,65.6,36.1,22.5,60.1,98.8,77.2
sensor_2639,22.6,48.0,30.9,99.8,75.9,42.0,12.6,75.5,46.5
sensor_2640,53.7,53.1,87.9,55.8,53.0,88.2,21.3,57.7,82.9
sensor_2641,29.5,93.3,48.9,57.3,69.8,42.1,17.9,68.9,89.0
sensor_2642,80.3,24.5,93.1,25.5,24.3,48.2,49.1,56.3,72.1
sensor_2643,11.0,72.9,27.5,67.9,17.7,45.5,83.5,25.2,59.5
sensor_2644,67.6,70.8,74.2,97.0,10.1,36.2,62.5,82.7,60.8
sensor_2645,19.5,39.1,66.0,53.2,23.7,39.0,64.2,54.6,36.6
sensor_2646,59.4,26.9,60.1,96.3,57.8,38.5,93.1,92.6,94.6
sensor_2647,36.2,79.5,19.8,95.2,44.8,53.4,62.4,61.4,95.7
sensor_2648,22.5,96.1,87.6,88.0,41.5,18.3,57.9,17.2,20.3
sensor_2649,97.8,57.2,13.5,88.5,42.5,13.9,74.6,26.5,34.3
sensor_2650,73.3,26.3,95.2,60.4,89.9,41.4,51.6,14.5,30.9
sensor_2651,11.5,22.7,27.6,21.1,75.7,23.5,67.0,15.7,55.6
sensor_2652,85.1,13.2,34.7,61.4,97.1,46.1,67.8,41.0,99.5
sensor_2653,24.6,86.5,46.7,29.0,20.7,60.4,44.6,89.7,11.2
sensor_2654,95.6,67.4,11.8,22.2,33.5,25.5,44.6,73.9,22.5
sensor_2655,73.1,61.6,42.7,52.2,81.3,67.1,99.4,72.7,39.4
sensor_2656,89.5,72.1,82.5,78.6,37.4,95.0,96.4,43.0,46.7
sensor_2657,79.8,54.6,14.5,44.2,91.2,80.9,42.5,37.3,94.5
sensor_2658,29.7,39.7,15.9,44.2,48.6,59.4,58.2,84.0,41.8
sensor_2659,88.6,27.9,77.2,34.1,27.8,36.7,76.7,30.6,94.5
sensor_2660,41.8,59.2,48.6,24.4,47.4,54.5,49.0,45.2,36.9
sensor_2661,38.2,23.9,87.4,82.9,52.5,57.2,10.4,55.7,64.7
sensor_2662,31.9,79.5,68.5,79.4,64.8,29.6,84.5,32.6,31.9
sensor_2663,97.7,48.7,63.7,40.3,58.1,42.0,78.6,81.1,38.7
sensor_2664,15.4,99.4,12.9,25.7,34.2,51.7,75.9,10.7,51.2
sensor_2665,35.2,92.5,78.2,78.2,61.0,72.7,50.2,92.2,54.1
sensor_2666,22.8,97.4,38.3,67.1,92.9,70.0,97.2,10.4,60.5
sensor_2667,12.6,47.9,40.1,99.3,19.9,13.5,21.9,72.7,10.4
sensor_2668,99.2,12.1,26.6,60.6,38.0,40.9,89.5,22.5,51.7
sensor_2669,33.8,71.5,70.4,30.9,30.1,54.2,87.2,78.2,26.9
sensor_2670,81.7,75.2,19.0,22.8,69.0,61.8,34.7,88.1,46.1
sensor_2671,26.6,51.4,33.8,59.6,85.6,44.2,26.5,70.0,20.0
sensor_2672,14.6,42.7,30.1,27.3,74.3,41.5,36.3,95.8,33.3
sensor_2673,78.0,97.8,81.8,84.1,66.3,62.6,39.1,17.0,69.8
sensor_2674,93.0,40.9,42.1,77.9,29.8,50.8,12.8,78.8,22.2
sensor_2675,26.8,86.0,47.4,28.0,49.8,44.6,99.7,22.6,17.8
sensor_2676,38.5,52.8,96.6,74.7,78.5,77.2,78.4,33.1,19.1
sensor_2677,77.7,12.6,33.2,20.7,97.7,68.9,45.3,11.3,65.9
sensor_2678,15.3,61.3,17.5,84.8,31.6,81.0,31.1,65.6,40.2
sensor_2679,16.6,77.0,94.6,37.9,12.9,39.7,65.3,63.1,22.8
sensor_2680,83.8,92.2,73.3,47.6,30.5,82.3,95.2,95.6,29.4
sensor_2681,80.3,84.4,57.7,60.0,96.1,37.7,40.9,94.1,69.1
sensor_2682,68.5,15.1,43.2,83.4,46.0,42.9,87.2,23.0,25.8
sensor_2683,74.9,19.6,33.0,52.4,79.0,49.7,51.9,64.5,15.7
sensor_2684,74.6,36.3,12.2,35.6,33.3,90.5,56.9,73.6,68.2
sensor_2685,32.4,89.4,43.5,92.3,17.6,13.4,68.7,24.1,98.2
sensor_2686,53.5,20.7,67.8,38.8,46.7,71.4,20.3,70.5,52.0
sensor_2687,21.4,91.2,96.3,82.7,91.8,29.2,24.5,20.0,48.4
sensor_2688,71.6,17.5,14.8,55.3,30.6,65.6,24.1,63.4,32.1
sensor_2689,61.0,16.8,39.0,29.6,51.4,79.9,20.2,12.4,22.3
sensor_2690,56.2,50.6,10.1,67.8,41.1,63.5,65.6,75.5,43.5
sensor_2691,27.7,32.9,38.6,10.9,98.8,10.5,79.8,43.9,82.5
sensor_2692,31.9,54.4,65.1,89.7,77.0,37.8,41.1,15.0,63.4
sensor_2693,55.2,50.7,45.7,31.4,80.0,34.5,64.4,74.6,28.5
sensor_2694,46.7,72.0,71.1,36.8,16.2,73.9,23.1,80.9,58.7
sensor_2695,18.7,16.8,31.9,59.4,21.9,25.5,14.4,77.5,19.0
sensor_2696,32.0,43.7,19.0,37.9,23.4,18.9,58.1,59.2,42.5
sensor_2697,31.2,12.8,59.5,27.7,75.7,89.2,70.4,57.0,75.1
sensor_2698,67.3,30.0,85.6,31.4,60.8,70.0,17.7,94.4,53.1
sensor_2699,32.1,44.2,11.1,77.3,63.3,37.5,53.7,53.3,14.2
sensor_2700,12.1,21.6,33.1,74.5,80.2,96.9,92.1,51.1,49.0
sensor_2701,34.2,42.8,81.4,81.4,70.3,85.3,38.8,26.2,51.2
sensor_2702,57.6,17.3,19.9,80.2,77.7,65.9,81.8,37.3,33.3
sensor_2703,42.7,64.4,22.7,45.5,40.4,84.0,63.9,50.8,54.8
sensor_2704,31.2,50.1,71.5,20.5,77.9,55.0,47.3,22.7,48.3
sensor_2705,62.6,46.0,22.1,46.1,84.5,93.0,49.6,29.7,12.3
sensor_2706,42.7,28.7,18.9,58.9,86.6,53.0,35.8,99.2,24.9
sensor_2707,22.6,71.8,93.4,78.5,36.0,44.2,16.2,36.7,45.1
sensor_2708,44.3,54.4,28.4,29.6,36.7,71.1,16.4,51.1,80.0
sensor_2709,71.5,25.7,70.3,43.7,36.6,30.4,64.0,99.0,76.3
sensor_2710,28.6,93.0,33.5,12.4,32.5,38.2,58.4,60.8,63.3
sensor_2711,91.1,93.3,29.5,59.6,80.1,30.8,12.5,58.7,53.7
sensor_2712,64.2,67.6,46.1,30.4,85.8,78.8,61.8,26.3,95.6
sensor_2713,80.1,73.6,95.2,20.2,67.9,53.4,15.2,39.7,30.1
sensor_2714,15.8,91.6,14.5,76.8,71.6,62.1,17.4,50.6,21.5
sensor_2715,24.1,53.1,56.6,11.8,58.2,50.1,62.4,98.9,46.0
sensor_2716,14.8,84.4,40.1,50.3,65.1,81.0,75.4,69.0,84.9
sensor_2717,52.9,35.6,65.2,66.1,15.1,24.5,88.1,19.6,21.2
sensor_2718,35.1,86.7,81.1,98.8,42.0,76.3,59.7,58.1,19.2
sensor_2719,94.5,97.0,48.9,54.3,66.8,71.6,96.1,73.5,46.5
sensor_2720,31.9,99.3,28.0,18.5,63.6,98.2,43.0,41.7,83.5
sensor_2721,77.0,77.7,19.3,63.6,64.7,29.6,92.2,55.6,18.0
sensor_2722,85.4,29.0,86.7,73.9,68.3,89.7,14.8,57.7,95.2
sensor_2723,72.7,20.2,28.6,84.0,54.9,48.3,54.4,26.9,71.4
sensor_2724,25.4,45.0,82.1,72.1,47.9,20.8,85.3,16.9,65.2
sensor_2725,57.4,34.1,13.3,86.2,37.9,64.1,15.1,52.8,24.7
sensor_2726,42.1,36.6,56.4,39.9,30.2,72.5,91.3,83.7,31.1
sensor_2727,63.7,62.7,78.2,21.1,53.3,35.0,75.9,64.3,23.9
sensor_2728,91.9,79.9,90.2,19.5,82.7,16.3,64.0,76.5,39.0
sensor_2729,89.2,16.0,76.4,98.2,95.3,32.8,54.4,47.8,26.1
sensor_2730,94.1,83.6,99.1,73.5,46.5,13.4,72.6,45.5,61.4
sensor_2731,33.5,33.2,84.2,75.0,59.9,38.6,18.4,45.0,79.8
sensor_2732,64.2,10.8,79.4,52.3,46.0,69.5,40.4,96.1,14.1
sensor_2733,62.8,72.5,37.5,89.3,62.1,51.8,66.6,92.2,12.9
sensor_2734,98.6,65.0,87.9,73.2,51.4,67.2,90.2,39.5,95.0
sensor_2735,93.2,47.6,55.7,16.0,28.5,96.6,52.3,94.0,50.7
sensor_2736,53.0,22.2,53.0,30.4,36.4,11.0,92.7,37.5,68.5
sensor_2737,68.1,76.1,95.0,18.5,65.4,89.1,85.5,30.6,82.8
sensor_2738,47.0,92.0,26.6,31.1,38.1,91.1,18.5,58.9,68.3
sensor_2739,37.9,34.1,36.7,97.4,88.4,34.3,70.2,70.1,24.1
sensor_2740,35.1,82.7,77.8,10.7,64.0,49.5,41.6,90.4,18.2
sensor_2741,70.1,56.3,69.1,98.1,47.4,34.6,65.1,61.8,19.3
sensor_2742,54.5,27.3,58.5,73.5,90.7,52.0,38.8,84.7,22.1
sensor_2743,85.4,99.0,71.5,66.1,55.7,84.1,44.7,16.8,91.1
sensor_2744,80.1,12.4,27.9,44.5,65.4,26.3,62.0,99.0,13.2
sensor_2745,96.0,31.7,44.4,44.3,62.4,94.2,48.1,25.6,25.1
sensor_2746,41.2,30.8,44.5,61.1,18.3,15.9,84.0,80.3,27.2
sensor_2747,70.8,85.1,81.3,80.4,37.5,35.2,66.7,23.4,10.2
sensor_2748,48.2,26.0,76.9,34.3,27.2,82.5,70.6,58.4,30.7
sensor_2749,31.4,28.8,43.3,94.4,76.3,44.3,91.1,32.9,13.4
sensor_2750,49.1,82.7,83.0,25.8,32.4,60.5,44.5,65.8,22.0
sensor_2751,39.6,11.9,34.2,40.6,84.9,61.9,41.2,97.6,86.6
sensor_2752,67.0,94.1,82.5,98.9,64.7,89.0,92.8,85.8,87.8
sensor_2753,32.4,48.4,91.3,88.5,47.9,39.4,39.0,18.6,87.5
sensor_2754,46.4,14.0,51.2,82.2,57.0,10.4,78.5,81.8,40.6
sensor_2755,22.3,55.7,50.9,94.0,98.6,76.5,64.9,46.1,43.9
sensor_2756,96.6,48.6,63.0,65.0,33.2,11.5,73.0,51.1,86.7
sensor_2757,67.8,88.4,87.9,48.9,14.6,86.1,65.8,91.6,17.3
sensor_2758,96.6,29.3,57.1,81.6,95.5,93.8,50.3,40.3,53.2
sensor_2759,42.2,48.8,39.3,68.7,16.9,75.4,48.0,11.8,18.6
sensor_2760,54.2,36.3,60.6,75.0,26.2,35.5,28.7,96.8,64.9
sensor_2761,67.5,49.1,56.5,11.7,97.8,93.3,39.1,91.7,68.0
sensor_2762,80.3,46.7,73.6,81.1,30.6,40.8,14.1,84.2,77.4
sensor_2763,33.8,26.0,60.4,16.5,84.7,58.3,25.1,39.8,50.1
sensor_2764,37.0,13.0,21.7,15.0,87.5,87.2,58.4,88.3,99.8
sensor_2765,48.5,25.5,43.8,84.7,56.2,81.0,66.6,78.4,32.4
sensor_2766,68.1,61.5,78.2,46.6,60.3,14.7,44.6,39.0,41.5
sensor_2767,11.7,85.5,12.0,17.1,78.7,49.5,62.0,64.0,17.6
sensor_2768,82.5,68.3,10.1,36.4,92.8,87.3,23.3,88.1,73.7
sensor_2769,51.3,57.1,78.2,14.4,29.4,39.4,23.2,95.0,77.2
sensor_2770,29.4,37.3,35.3,66.5,33.2,55.7,63.7,77.2,74.6
sensor_2771,30.9,58.3,70.6,23.5,30.0,49.5,47.9,52.9,85.7
sensor_2772,91.1,50.3,29.8,21.2,50.1,35.2,42.1,51.5,48.5
sensor_2773,70.7,90.0,44.9,94.8,50.0,38.2,13.7,65.2,91.8
sensor_2774,92.2,64.4,83.2,33.8,54.6,79.5,43.7,34.5,35.8
sensor_2775,31.5,35.6,55.2,40.1,62.8,86.3,50.1,51.3,32.8
sensor_2776,84.2,12.5,77.7,31.6,45.0,47.7,52.7,12.2,88.4
sensor_2777,12.0,87.9,47.9,41.9,37.7,50.0,28.0,17.9,38.5
sensor_2778,52.4,28.7,79.8,15.3,62.9,80.9,67.8,14.2,86.5
sensor_2779,76.4,81.6,43.5,42.1,55.5,31.8,36.1,33.7,32.0
sensor_2780,98.4,82.0,68.9,48.0,32.1,95.7,92.1,87.8,21.7
sensor_2781,47.0,98.4,66.8,92.3,70.3,11.2,96.1,33.4,12.6
sensor_2782,99.9,76.2,16.3,76.1,83.3,62.6,77.7,42.5,47.9
sensor_2783,17.1,72.0,63.7,61.0,76.1,84.9,99.3,17.8,19.2
sensor_2784,89.7,55.2,77.3,50.3,93.5,46.1,16.9,75.6,52.3
sensor_2785,48.2,18.4,67.8,68.2,55.9,70.1,35.2,51.5,62.5
sensor_2786,46.0,68.5,80.3,44.5,89.6,73.7,11.4,43.5,22.0
sensor_2787,46.3,97.9,62.7,11.5,67.7,16.1,74.6,73.1,72.2
sensor_2788,10.3,26.2,73.3,54.6,91.7,86.9,38.4,85.4,71.2
sensor_2789,66.0,48.0,92.2,16.0,14.9,16.0,88.7,57.8,43.8
sensor_2790,37.7,37.6,88.0,29.2,63.1,18.1,50.8,76.6,40.5
sensor_2791,33.5,36.9,37.2,21.5,26.9,64.5,35.4,11.5,90.7
sensor_2792,88.6,25.0,74.9,80.4,53.2,30.3,42.1,17.4,92.3
sensor_2793,71.3,77.9,46.5,37.9,87.9,54.7,37.2,28.3,97.1
sensor_2794,92.6,16.9,70.6,10.8,41.9,43.6,34.1,94.9,47.6
sensor_2795,38.6,83.2,41.4,95.5,94.1,79.7,42.8,25.1,20.7
sensor_2796,59.5,39.5,88.8,82.5,15.2,61.9,37.3,89.7,81.3
sensor_2797,16.8,25.4,99.7,98.0,39.7,82.6,85.5,97.5,19.9
sensor_2798,51.4,78.1,26.0,58.4,94.7,18.7,29.8,57.9,95.8
sensor_2799,18.2,90.1,78.8,75.8,99.2,96.4,15.8,33.2,44.6
sensor_2800,33.3,73.3,98.3,25.6,92.2,19.2,64.7,43.3,51.7
sensor_2801,85.6,97.9,86.1,85.6,76.1,19.1,15.7,38.3,52.4
sensor_2802,27.4,18.2,17.8,75.1,17.9,32.4,39.9,67.6,42.6
sensor_2803,86.3,95.6,38.8,13.5,15.3,37.6,10.9,49.6,17.9
sensor_2804,74.0,90.3,65.4,89.8,46.6,65.2,37.2,79.0,38.7
sensor_2805,46.6,85.5,48.9,77.4,37.5,98.8,37.3,80.4,76.7
sensor_2806,26.5,63.1,22.7,94.4,87.1,63.8,40.7,15.0,37.6
sensor_2807,17.4,65.6,76.0,19.3,47.7,19.4,72.5,44.4,67.6
sensor_2808,72.0,18.4,15.3,77.8,85.5,73.1,57.3,21.9,69.7
sensor_2809,22.0,76.5,46.4,22.7,84.1,93.2,23.7,17.5,82.9
sensor_2810,42.0,67.4,25.3,80.3,85.1,61.1,44.3,23.1,57.6
sensor_2811,66.8,54.6,81.9,73.7,77.0,11.0,61.1,22.5,81.9
sensor_2812,66.9,94.2,67.0,54.3,78.3,59.6,51.0,73.2,24.2
sensor_2813,12.7,96.3,69.4,92.1,34.0,40.5,54.4,21.6,82.4
sensor_2814,60.0,94.4,23.0,41.4,36.5,26.7,74.5,14.0,70.9
sensor_2815,56.0,93.2,67.8,73.5,23.3,66.8,56.4,11.4,44.2
sensor_2816,35.9,12.6,81.1,84.8,33.6,47.6,42.2,37.0,52.9
sensor_2817,50.6,82.3,72.3,64.6,40.7,74.5,12.1,88.3,67.0
sensor_2818,97.4,62.5,39.7,45.3,71.8,28.4,18.4,45.0,66.4
sensor_2819,41.9,82.4,29.8,60.2,57.7,93.3,49.8,89.1,41.2
sensor_2820,72.7,91.9,65.1,84.6,16.7,45.0,96.2,47.5,21.5
sensor_2821,93.4,85.8,12.1,17.9,18.8,75.3,27.4,44.4,92.9
sensor_2822,53.3,63.0,69.8,50.2,89.3,77.8,65.3,29.3,11.5
sensor_2823,39.6,78.3,75.7,87.0,56.8,81.7,78.8,75.6,60.4
sensor_2824,95.5,61.2,37.7,63.0,77.7,33.3,82.7,75.7,96.0
sensor_2825,31.0,49.6,60.4,62.9,89.4,96.1,46.8,29.3,15.1
sensor_2826,60.7,75.5,21.3,75.6,54.4,82.6,33.0,55.9,56.5
sensor_2827,83.2,57.5,79.2,85.0,39.8,71.9,23.4,90.1,43.0
sensor_2828,69.7,69.6,69.7,88.5,24.3,91.5,74.4,91.0,78.3
sensor_2829,20.0,29.6,32.1,28.8,49.3,55.8,40.8,58.1,36.8
sensor_2830,94.7,48.0,91.5,67.5,55.2,64.9,45.9,39.1,59.6
sensor_2831,53.1,34.2,35.2,39.3,61.7,40.1,17.1,42.1,28.0
sensor_2832,94.3,39.0,41.0,80.8,39.6,66.5,93.0,72.9,53.9
sensor_2833,58.3,51.1,34.9,96.9,15.8,67.2,97.3,44.7,89.8
sensor_2834,93.5,48.5,39.1,20.8,77.3,20.6,65.5,54.3,33.1
sensor_2835,30.1,65.1,42.0,38.6,79.0,80.0,49.2,89.7,65.0
sensor_2836,49.6,63.8,31.4,75.0,92.1,14.5,95.9,41.6,55.3
sensor_2837,26.5,85.1,45.6,27.2,13.4,78.2,39.4,52.7,67.5
sensor_2838,25.5,35.2,21.4,35.2,58.7,77.0,37.4,69.6,25.0
sensor_2839,44.3,59.7,61.0,56.7,32.8,68.9,14.4,17.4,67.0
sensor_2840,55.5,13.0,10.7,28.3,91.8,59.8,16.5,86.8,88.3
sensor_2841,49.4,31.8,81.4,57.4,46.0,77.1,19.4,41.1,33.5
sensor_2842,47.5,11.4,32.0,23.9,45.3,65.3,49.3,86.9,93.7
sensor_2843,84.1,46.2,73.0,54.6,14.3,39.9,28.5,93.2,86.6
sensor_2844,36.9,61.5,19.6,72.1,73.9,83.8,41.4,50.0,66.3
sensor_2845,71.4,82.2,42.8,13.8,98.2,89.1,95.3,97.2,75.0
sensor_2846,86.4,68.3,69.0,60.1,87.4,70.6,50.8,88.6,59.4
sensor_2847,18.0,24.3,26.4,33.4,94.7,43.3,52.9,56.0,35.9
sensor_2848,45.5,50.1,64.8,84.8,84.7,84.6,17.4,80.2,60.6
sensor_2849,61.2,19.0,55.4,51.0,43.7,16.2,61.5,71.9,36.9
sensor_2850,81.3,64.3,24.9,28.5,19.0,92.5,65.7,26.0,78.3
sensor_2851,78.3,56.5,67.9,69.6,52.8,49.6,49.1,44.1,38.7
sensor_2852,90.7,53.3,42.5,37.2,65.1,68.3,73.7,67.4,37.5
sensor_2853,98.5,48.8,52.3,54.3,40.2,46.9,60.7,95.5,75.3
sensor_2854,84.6,33.9,65.1,90.7,53.8,95.1,72.4,36.8,20.1
sensor_2855,28.9,63.4,51.9,99.4,69.7,19.9,95.4,67.8,51.6
sensor_2856,87.2,78.9,65.2,33.6,69.6,83.6,69.3,72.4,53.5
sensor_2857,25.5,94.7,52.1,55.0,46.1,19.3,40.8,68.3,75.7
sensor_2858,53.9,18.6,58.0,88.7,43.6,29.2,69.8,23.6,87.4
sensor_2859,58.2,96.9,41.4,11.6,79.7,77.4,80.6,85.2,53.7
sensor_2860,63.7,84.9,42.6,55.1,68.8,46.2,24.0,90.7,57.7
sensor_2861,91.7,66.5,20.6,27.4,25.1,29.2,76.2,80.8,67.4
sensor_2862,49.9,37.0,51.8,32.6,82.5,99.6,50.0,74.4,32.9
sensor_2863,98.0,70.2,54.0,82.8,83.8,32.1,36.1,60.0,74.2
sensor_2864,61.4,99.4,56.6,29.5,94.4,43.5,78.9,13.3,51.5
sensor_2865,27.2,84.1,19.1,17.0,41.3,70.9,69.2,13.5,19.4
sensor_2866,77.4,94.5,51.4,81.1,34.2,13.0,58.8,73.0,26.0
sensor_2867,57.6,38.2,18.8,91.3,24.0,77.4,42.8,82.9,31.2
sensor_2868,59.4,81.2,62.6,50.0,70.8,41.7,27.8,48.5,99.9
sensor_2869,43.1,70.6,42.0,57.4,46.6,54.0,50.9,21.9,58.4
sensor_2870,34.3,17.7,29.2,82.0,83.7,77.7,65.0,16.7,27.0
sensor_2871,64.3,91.9,37.9,54.3,37.8,65.2,48.9,86.5,93.0
